hospital_id,hospital_name,hospital_city_direct,cghs_city,state,hosp_type_code,nabh_status,nabl_status,pincode,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
1284,KSHETRAPAL EYE HOSPITAL & LASIK LASER CENTRE,AJMER,Ahmedabad,Gujarat,2,N,N,305001,4178,137.58,128.71,8.87,6.45
3467,"HCG HOSPITALS (A UNIT OF HEALTHCARE GLOBAL ENTERPRISES LIMITED), BHAVNAGAR",BHAVNAGAR,Ahmedabad,Gujarat,,N,N,364001,261,138.80,129.93,8.86,6.38
5415,Lakhimpur,Lakhimpur,Guwahati,Bihar,N,N,N,,121,22.88,14.03,8.85,38.67
301,"AASTHA CENTRE FOR GERIATRI MEDICINE, PALLIATIVE CARE HOSPITAL",LUCKNOW,Lucknow,Uttar Pradesh,1,N,N,226006,52,58.55,49.75,8.81,15.04
2570,SAISHREE ORTHOPAEDIC SUPERSPECIALITY & JOINT REPLA,PUNE,Pune,Maharashtra,1,N,N,411007,168,159.28,150.46,8.81,5.53
5468,Abohar,Abohar,Hisar,Haryana,M,N,N,,688,51.60,42.79,8.80,17.06
5486,Puri (RC Bhubneshwar),Puri,Bhubaneswar,Rajasthan,N,N,N,752002,8707,224.06,215.29,8.77,3.91
814,GANGA CARE HOSPITAL LTD,NAGPUR,Nagpur,Maharashtra,1,Y,Y,440012,195,13.56,4.80,8.76,64.62
2529,NARAYAN HOSPITAL & TRAUMA CENTRE,RAMPUR,Bareilly,Uttar Pradesh,1,N,N,281001,1270,127.11,118.39,8.72,6.86
655,NAGARJUNA HOSPITALS LIMITED,Vijayawada,Secunderabad,Andhra Pradesh,1,Y,Y,520007,439,67.28,58.59,8.69,12.92
735,MODERN HOSPITAL KODUNGALLUR LTD,THRISSUR,Kochi,Kerala,1,N,N,680664,325,44.80,36.12,8.68,19.37
925,IMS & SUM HOSPITAL,BHUBANESWAR,Ranchi,Odisha,1,N,N,751003,884,140.26,131.59,8.67,6.18
2343,WINGS HOSPITAL & HEART CENTRE,PANCHKULA,Chandimandir,Chandigarh,1,N,N,134116,133,135.09,126.43,8.66,6.41
1563,VIAAN EYE & RETINA CENTRE,GURUGRAM,Delhi,Delhi,2,N,N,122002,2283,149.02,140.38,8.64,5.80
3557,PRADHAN EYE HOSPITAL AND LASIK LASER CENTRE,SOLAPUR,Pune,Maharashtra,,N,N,413001,1727,84.21,75.59,8.62,10.23
3063,NARAYANA SUPERSPECIALITY HOSPITAL - GURUGRAM,GURUGRAM,Delhi 2,Delhi,1,N,N,122002,1348,254.51,245.90,8.61,3.38
5235,Srinagar,Batmara,Jammu,Jammu and Kashmir,M,N,N,,911,68.45,59.86,8.59,12.55
905,JAN JYOTI SUPER SPECIALITY EYE HOSPITAL - JABALPUR,JABALPUR,Jabalpur,Madhya Pradesh,2,N,N,482002,375,52.62,44.04,8.58,16.30
423,Gautham Hospital,Kochi,Kochi,Kerala,1,N,N,682005,1035,123.30,114.73,8.57,6.95
2763,KAMAL NAYAN VISION CENTRE,JAMMU,Jammu,Jammu and Kashmir,2,N,N,180002,2850,122.89,114.34,8.55,6.96
3928,VADAMALAYAN HOSPITAL - DINDIGUL,DINDIGUL,Coimbatore,Tamil Nadu,,N,N,624004,4085,185.47,176.93,8.54,4.61
4241,SONI DEVI MEMORIAL HOSPITAL PVT LTD,ALWAR,Jaipur,Rajasthan,,N,N,301705,93,29.49,20.95,8.54,28.96
494,Satyam Hospital and Trauma Centre,Jalandhar,Jalandhar,Punjab,1,N,N,144008,676,259.54,251.03,8.50,3.28
5367,Gonda,Gonda,Allahabad,Uttar Pradesh,N,N,N,,137,27.16,18.67,8.49,31.27
3384,MAHAJAN HOSPITAL AND EYE CARE CENTRE,GURDASPUR,Jalandhar,Punjab,,N,N,143521,360,218.39,209.97,8.42,3.85
3486,ASSAM CANCER CARE FOUNDATION (ALL HOSPITAL),GUWAHATI,Guwahati,Bihar,G,N,N,781022,2155,625.37,617.00,8.37,1.34
2452,KATARIA EYE & ENT HOSPITAL PVT LTD,JALANDHAR,Jalandhar,Punjab,2,N,N,144001,2306,146.47,138.10,8.37,5.71
580,NIRMAL ASHRAM HOSPITAL,Dehradun,Dehradun,Uttarakhand,1,N,N,249201,3960,141.21,132.84,8.37,5.93
2534,GOYAL DENTAL CLINIC,CHARKHI DADRI,Hisar,Haryana,3,N,N,127306,5426,279.17,270.80,8.36,3.00
5201,Naraingarh,Ambala,Ambala,Punjab,N,N,N,134203,6168,218.60,210.28,8.32,3.81
3080,JYOTHI CHARITABLE HOSPITAL,BALASORE,Bhubaneswar,Rajasthan,1,N,N,756056,2354,117.39,109.11,8.28,7.06
1330,ARAVIND EYE HOSPITAL - COIMBATORE,COIMBATORE,Coimbatore,Tamil Nadu,2,N,N,641014,2983,182.83,174.56,8.27,4.52
1752,OM CRITICAL CARE CENTRE,DHULE,Pune,Maharashtra,1,N,N,424001,550,59.49,51.22,8.27,13.91
4082,MANJUSHREE SUPERSPECIALITY EYE CARE CENTRE PVT LTD,DHARAN,Nepal,NA,,N,N,999999,1796,104.06,95.80,8.26,7.94
4278,DAS NURSING HOME,FARRUKHABAD,Lucknow,Uttar Pradesh,,N,N,209601,382,70.57,62.34,8.23,11.66
1374,SHREE RAMKRISHNA NETRALAYA,THANE,Mumbai,Maharashtra,2,N,N,400601,4376,238.63,230.39,8.23,3.45
2594,DR SURESH EYE CLINIC,MARTHANDAM,Trivandrum,Kerala,2,N,N,629165,2130,97.68,89.46,8.23,8.42
2089,APOLLO LOGA HOSPITAL,KARUR,Coimbatore,Tamil Nadu,1,N,N,639002,246,30.91,22.70,8.20,26.54
2524,BOMBAY HOSPITAL & RESEARCH CENTRE - HALDWANI,HALDWANI,Bareilly,Uttar Pradesh,1,N,N,263139,1056,164.10,155.90,8.20,5.00
3072,SAROJ MEDICAL INSTITUTE,DELHI,Delhi,Delhi,1,N,N,110089,685,180.31,172.11,8.20,4.55
2106,SADBHAVNA MEDICAL & HEART INSTITUTE,PATIALA,Ambala,Punjab,1,N,N,147001,703,79.58,71.41,8.18,10.27
3598,ASHTVINAYAK HOSPITAL,NAVI MUMBAI,Mumbai,Maharashtra,,N,N,410206,612,74.55,66.39,8.16,10.95
3836,GURU NANAK HOSPITAL,RAJPURA,Ambala,Punjab,,N,N,140401,236,146.56,138.40,8.16,5.57
1011,PARK HOSPITAL - CHOWKHANDI,NEW DELHI,Delhi 2,Delhi,1,Y,Y,110018,30,33.17,25.11,8.07,24.32
5452,Balasore (RC Ranchi),Balasore,Ranchi,Odisha,M,N,N,756001,2193,57.92,49.88,8.05,13.89
739,CITY HOSPITAL - Dindigul,DINDIGUL,Coimbatore,Tamil Nadu,1,N,N,624005,639,78.84,70.81,8.04,10.19
1964,RINCHI TRUST HOSPITAL,RANCHI,Ranchi,Odisha,1,N,N,835303,410,52.42,44.39,8.03,15.32
5039,* Inactive - New Delhi (Lodhi Road),New Delhi (Lodhi Road),Delhi,Delhi,N,N,N,NA,9,15.98,7.95,8.03,50.23
2499,CENTRE FOR SIGHT I MAX EYE CARE PVT LTD SIKAR,SIKAR,Jaipur,Rajasthan,2,N,N,332001,6181,398.33,390.30,8.03,2.02
2668,CHIRAYU HOSPITAL,JAIPUR,Jaipur,Rajasthan,1,N,N,302012,232,67.34,59.31,8.03,11.92
3814,RANA HOSPITAL,BAHADURGARH,Hisar,Haryana,,N,N,124507,29,36.79,28.77,8.03,21.81
5479,Bageshwar (RC Bareilly),Bageshwar,Bareilly,Uttar Pradesh,N,N,N,263642,7,14.06,6.04,8.02,57.05
3603,SEVARTH SANSTHAN SETH BIMAL KUMAR JAIN TRAUMA,FIROZABAD,Bareilly,Uttar Pradesh,,N,N,283203,6699,152.06,144.07,7.99,5.25
2156,DRISHTI EYE CARE & RESEARCH CENTRE,PATNA,Patna,Odisha,2,N,N,800020,2841,136.76,128.82,7.94,5.81
2808,DHIR VISION CENTRE,KOSLI,Jaipur,Rajasthan,2,N,N,123302,2014,166.35,158.43,7.92,4.76
459,Sree Narayana Institute of Medical Sciences,ERNAKULAM,Kochi,Kerala,1,N,N,683594,1565,121.16,113.26,7.90,6.52
126,Lokmanya Hospital,Pune ,Pune,Maharashtra,1,N,N,411033,164,67.75,59.87,7.89,11.64
3573,MAHAJAN EYE HOSPITAL,JALANDHAR,Jalandhar,Punjab,,N,N,144001,1928,198.26,190.37,7.89,3.98
3964,PARAS GLOBAL HOSPITAL,DARBHANGA,Patna,Odisha,,N,N,846003,2818,314.48,306.60,7.88,2.51
4154,SAMAY HOSPITAL (A UNIT OF GASLGOW HOSPITAL PVT LTD),PATNA,Patna,Odisha,,N,N,801503,1218,106.77,98.89,7.88,7.38
4028,DP BORA SUPER SPECIALITY HOSPITAL (RUN BY SRI KRISHNA EDUCATIONAL SOCIETY),LUCKNOW,Lucknow,Uttar Pradesh,,N,N,226201,130,41.16,33.31,7.86,19.09
914,BADYAL MULTISPECIALITY HOSPITAL & TRAUMA CENTRE,BATHINDA,Hisar,Haryana,1,N,N,151001,665,148.59,140.74,7.85,5.28
3207,ABHISHEK MEMORIAL HOSPITAL,GOHANA,Ambala,Punjab,0,N,N,131301,1990,248.27,240.43,7.84,3.16
14,MAHAJAN IMAGING CENTRE  - HAZ KHAS,NEW DELHI,Delhi,Delhi,1,N,N,110016,4752,164.97,157.15,7.82,4.74
5356,Khagaria,Khagaria,Patna,Odisha,N,N,N,,158,22.54,14.75,7.79,34.57
2513,KAUSHALYA DEVI EYE INSTITUTE,PILIBHIT,Bareilly,Uttar Pradesh,2,N,N,262001,910,87.65,79.86,7.79,8.89
4321,THEHOPE HOSPITAL AND HEALTHCARE PVT LTD,GREATER NOIDA,Delhi 2,Delhi,H,N,N,201308,66,74.79,67.03,7.75,10.37
5307,Fatehabad,Fatehabad,Hisar,Haryana,N,N,N,125050,1032,61.36,53.63,7.73,12.60
1588,YASHODA HOSPITAL AND CANCER INSTITUTE,GHAZIABAD,Delhi,Delhi,1,N,N,201012,26,32.86,25.14,7.73,23.51
5151,Beas,Punjab,Jalandhar,Punjab,N,N,N,NA,554,65.58,57.85,7.72,11.78
2929,SRI CHANDRA SEKARA HOSPITAL,HOSUR,Chennai,Tamil Nadu,1,N,N,635109,143,30.65,22.94,7.71,25.16
4271,AGRIM HOSPITAL,VARANASI,Allahabad,Uttar Pradesh,,N,N,221005,355,105.00,97.32,7.68,7.31
5393,Type D Badaun,Badaun,Bareilly,Uttar Pradesh,N,N,N,,384,37.93,30.25,7.68,20.25
4282,NOBEL COLLEGE OF HEALTH AND EDUCATION FOUNDATION PVT LTD,KATHMANDU,Nepal,NA,,N,N,310327,4094,162.51,154.84,7.67,4.72
2620,ATLAS HOSPITALS,TRICHY,Coimbatore,Tamil Nadu,1,N,N,620002,1142,75.83,68.16,7.67,10.12
3185,MMS ROTARY EYE HOSPITAL,PALAMPUR,Yol,Himachal Pradesh,0,N,N,176102,12516,1345.28,1337.66,7.62,0.57
5207,Kharkhod,Kharkhod,Ambala,Punjab,N,N,N,131402,1133,75.92,68.31,7.61,10.03
4155,RAKSHA KIDNEY CENTRE,JAMMU,Jammu,Jammu and Kashmir,,N,N,180001,941,182.48,174.89,7.59,4.16
576,EVISTA EYE CARE CENTRE,Nagpur,Nagpur,Maharashtra,2,Y,N,440012,1077,107.79,100.21,7.58,7.03
1634,ST JOHNS HOSPITAL,KATTAPPANA,Kochi,Kerala,1,N,N,685515,1727,87.15,79.57,7.58,8.70
3637,GANDHI HOSPITAL (A UNIT OF PAWAN GANDHI HEALTHCARE,NEW DELHI,Delhi,Delhi,1,N,N,110059,260,83.96,76.39,7.57,9.02
5107,HARDOI,HARDOI,Lucknow,Uttar Pradesh,N,N,N,241001,123,41.78,34.21,7.57,18.13
131,PUSHPANJALI HOSPITAL - GURGAON,GURUGRAM,Delhi,Delhi,1,N,N,122001,1845,192.49,184.96,7.53,3.91
1943,ASHA HOSPITAL,ALLAHABAD,Allahabad,Uttar Pradesh,1,N,N,211001,137,56.70,49.18,7.52,13.26
3055,RADON CANCER CENTRE,HUBBALLI,Bangalore,Karnataka,1,N,N,580030,162,56.45,48.95,7.50,13.29
220,Tulsi Eye Hospital - Nashik,Nashik,Pune,Maharashtra,2,N,N,422011,1529,142.84,135.37,7.47,5.23
3799,LIFELINE SUPERSPECIALITY HOSPITAL,PANDHARPUR,Pune,Maharashtra,,N,N,413304,116,34.99,27.53,7.46,21.33
3107,BHARTI HOSPITAL,MATHURA,Jaipur,Rajasthan,1,N,N,281001,2967,291.22,283.77,7.45,2.56
2055,SHANTI SAROJ EYE HOSPITAL,MIRAJ,Pune,Maharashtra,2,N,Y,416410,634,38.71,31.25,7.45,19.25
5348,Dimapur,Dimapur,Guwahati,Bihar,M,N,N,,61,25.17,17.75,7.42,29.48
5320,Hanumangarh,Hanumangarh,Hisar,Haryana,N,N,N,,288,37.59,30.19,7.40,19.67
1152,DR R N PATILS SURAJ HOSPITAL,NAVI MUMBAI,Mumbai,Maharashtra,1,N,N,400705,171,56.33,48.96,7.37,13.09
5430,Sampla,Sampla,Hisar,Haryana,N,N,N,,500,40.17,32.81,7.36,18.33
2619,APEX HOSPITAL - RAMPURA,RAMPURA PHUL,Hisar,Haryana,1,N,N,151103,318,77.74,70.41,7.33,9.42
397,Specialists Hospital,Kochi,Kochi,Kerala,1,N,N,682018,2113,100.40,93.12,7.27,7.25
47,SHROFF EYE CENTRE - KAILASH COLONY,NEW DELHI,Delhi,Delhi,2,N,N,110048,2288,131.00,123.73,7.27,5.55
27,LALL EYE CARE CENTRE - GURGAON,GURUGRAM,Delhi,Delhi,2,N,N,122001,5279,309.11,301.84,7.26,2.35
2916,KANSAL DENTAL CLINIC & ORTHODONTIC CENTRE,MEERUT,Bareilly,Uttar Pradesh,3,N,N,250004,545,18.89,11.63,7.25,38.40
613,HI TECH MEDICAL COLLEGE & HOSPITAL,Bhubaneswar,Ranchi,Odisha,1,N,N,751025,233,54.60,47.35,7.24,13.27
1521,RATHI EYE HOSPITAL,ROHTAK,Hisar,Haryana,2,N,N,124001,15134,1050.85,1043.61,7.24,0.69
3409,KRITI HOSPITAL,GURUGRAM,Delhi,Delhi,1,N,N,122011,42,43.21,35.97,7.24,16.76
3455,HEART CARE & GENERAL HOSPITAL,CHURU,Hisar,Haryana,,N,N,331001,879,172.70,165.49,7.22,4.18
1431,PRIME HOSPITALS - SRI SAINATHA MULTISPECIALITY HOSPITAL,HYDERABAD,Secunderabad,Andhra Pradesh,1,N,Y,500038,90,43.22,36.00,7.22,16.71
3502,EYE CARE HOME (DRISHTI NETRALAYA),DIBRUGARH,Guwahati,Bihar,,N,N,786001,592,50.63,43.42,7.21,14.23
645,MSGR JOSEPH KANDATHIL MEMO CANCER RESEARCH CENT,ALAPPUZHA,Kochi,Kerala,1,N,N,688524,391,143.55,136.35,7.20,5.01
2153,CHANDULAL CHANDRAKAR MEMORIAL HOSPITAL,BHILAI,Jabalpur,Madhya Pradesh,1,N,N,490020,1022,82.83,75.64,7.19,8.68
717,DR. KAPUR'S THE HEALING TOUCH EYE & MATERNITY CENTRE - VIKAS PURI,NEW DELHI,Delhi,Delhi,2,N,N,110018,2355,226.38,219.23,7.15,3.16
1989,NIRMALJOT EYE HOSPITAL,AMRITSAR,Jalandhar,Punjab,2,N,N,143001,122,27.72,20.57,7.15,25.80
3588,SHRI BANKEY BIHARI HEALTH CARE,UNA,Yol,Himachal Pradesh,,N,N,174303,914,73.88,66.73,7.14,9.67
5180,Shimla,Shimla,Chandimandir,Chandigarh,M,N,N,171008,2432,236.16,229.04,7.12,3.01
433,Al Salama Eye Hospital Ltd ,Malappuram,Kochi,Kerala,2,N,N,679322,3907,193.31,186.26,7.05,3.65
1805,SUSHANTI EYE HOSPITAL,SONEPAT GOHANA,Ambala,Punjab,2,N,N,131301,3176,116.04,109.00,7.04,6.07
2436,EYE Q VISION PVT LTD - KANPUR,KANPUR,Lucknow,Uttar Pradesh,2,N,N,208002,2167,265.95,258.91,7.04,2.65
3981,OM MULTISPECIALITY HOSPITAL & TRAUMA CENTRE,KAITHAL,Ambala,Punjab,,N,N,136026,137,128.48,121.44,7.03,5.48
2827,MANU ENT AND MULTISPECIALITY HOSPITAL,SIKAR,Jaipur,Rajasthan,1,N,N,332001,1728,70.17,63.18,6.98,9.95
3933,S N SUPER SPECIALITY HOSPITAL PVT LTD,SRI GANGANAGAR,Hisar,Haryana,,N,N,335001,1595,188.69,181.72,6.97,3.69
335,APOLLO GLENEAGLES HOSPITAL LIMITED - KOLKATA,KOLKATA,Kolkata,West Bengal,1,N,N,700054,17,43.49,36.52,6.97,16.03
3510,GOVERNMENT MEDICAL COLLEGE KANNUR,KANNUR,Kochi,Kerala,G,N,N,670503,4312,332.79,325.82,6.97,2.09
1378,DISHA EYE HOSPITALS PVT LTD,KOLKATA,Kolkata,West Bengal,2,N,N,700120,17789,1009.92,1002.97,6.95,0.69
215,DR BHIM SAIN S FAMILY DENTAL CLINIC PVT LTD - GURGAON,GURUGRAM,Delhi,Delhi,3,N,N,122002,8881,126.07,119.13,6.94,5.50
3820,A.P. HEALTHCARE AND TRAUMA CENTRE,PATIALA,Ambala,Punjab,,N,N,147001,239,100.58,93.80,6.78,6.74
2084,USHA SMILE CARE,SIKAR,Jaipur,Rajasthan,1,N,N,332001,1474,35.44,28.68,6.76,19.08
1514,EYE Q SUPER SPECIALITY EYE HOSPITAL - HISAR,HISAR,Hisar,Haryana,2,N,N,125001,4962,399.93,393.17,6.76,1.69
171,Shankara s Eye Hospital,Punalur,Trivandrum,Kerala,2,N,N,691333,6251,313.17,306.42,6.76,2.16
4061,POPULAR MEDICARE LIMITED UNIT MIRZAPUR OPERATED BY POPULAR MEDICARE LIMITED,MIRZAPUR,Allahabad,Uttar Pradesh,,N,N,231001,184,71.76,65.01,6.76,9.42
5377,Jaunpur,Jaunpur,Allahabad,Uttar Pradesh,N,N,N,,139,27.35,20.65,6.71,24.52
1899,NEO HOSPITAL (A UNIT OF MUSKAN MEDICAL CENTRE PVT,NOIDA,Delhi,Delhi,1,N,N,201301,58,28.04,21.34,6.71,23.91
2748,ASG HOSPITAL PVT LTD - PUNE,PUNE,Pune,Maharashtra,1,N,N,411005,4688,579.94,573.25,6.69,1.15
2376,SANGAM NETRALAYA PRIVATE LIMITED - MOHALI,MOHALI,Chandimandir,Chandigarh,2,N,N,160070,4091,140.52,133.84,6.68,4.75
2670,SANTOSH MULTISPECIALITY HOSPITAL - FARIDABAD,FARIDABAD,Delhi 2,Delhi,1,N,N,121001,37,57.06,50.38,6.68,11.71
5373,Mirzapur,Mirzapur,Allahabad,Uttar Pradesh,N,N,N,231001,406,24.09,17.42,6.67,27.68
2148,BANSAL EYE HOSPITAL - AMBALA,AMBALA CITY,Ambala,Punjab,2,N,N,134003,2273,217.79,211.14,6.65,3.05
3252,JAI PRAKASH HOSPITAL AND RESEARCH CENTRE PVT LTD,ROURKELA,Bhubaneswar,Rajasthan,0,N,N,769004,615,60.29,53.64,6.65,11.03
3636,GARG HOSPITAL,HANSI,Hisar,Haryana,,N,N,125033,514,134.28,127.65,6.63,4.94
1612,KARNATAK CANCER THERAPY & RESEARCH INSTITUTE - HUBLI,HUBBALLI,Bangalore,Karnataka,1,N,N,580025,114,47.05,40.45,6.61,14.04
518,KASHYAP MEMORIAL EYE HOSPITAL PVT LTD,RANCHI,Ranchi,Odisha,2,N,N,834001,3184,198.84,192.30,6.54,3.29
5402,Bijnor,Bijnor,Bareilly,Uttar Pradesh,N,N,N,,311,38.67,32.13,6.54,16.91
3816,MEDIGRAM THE SUPER SPECIALITY HOSPITAL (A UNIT OF SAHARANPUR INST. OF MEDICAL SCIENCES PVT LTD),SAHARANPUR,Dehradun,Uttarakhand,,N,N,247001,2618,103.91,97.39,6.52,6.28
4114,SRI VENKATA SAI HRUDAYALAYA HOSPITAL,TIRUPATI,Secunderabad,Andhra Pradesh,,N,N,517501,260,37.11,30.61,6.50,17.52
5165,Port Blair,Port Blair,Chennai,Tamil Nadu,M,N,N,744103,731,43.13,36.64,6.48,15.03
2093,KOTHARI MEDICAL & RESEARCH INSTITUTE,BIKANER,Hisar,Haryana,1,N,N,334004,3618,111.87,105.38,6.48,5.80
420,GLOBAL HEART AND GENERAL HOSPITAL- JAIPUR,JAIPUR,Jaipur,Rajasthan,1,N,N,302021,2898,392.66,386.21,6.46,1.64
351,Chugh Eye Surgery Centre,Ludhiana,Chandimandir,Chandigarh,2,N,N,141002,8625,598.82,592.42,6.41,1.07
139,PBMA S H V Desai Eye Hospital,Pune ,Pune,Maharashtra,2,N,N,411060,1644,109.14,102.73,6.40,5.87
1386,PARK HOSPITAL - FARIDABAD,FARIDABAD,Delhi 2,Delhi,1,N,N,121004,38,37.55,31.16,6.39,17.02
1778,SRI SANKARADEVA NETHRALAYA,GUWAHATI,Guwahati,Bihar,1,N,N,781028,1927,121.37,114.98,6.39,5.26
2870,M M JOSHI EYE INSTITUTE PRIVATE LIMITED,HUBBALLI,Bangalore,Karnataka,2,N,N,580021,2775,227.13,220.76,6.37,2.80
3578,SYMBOSIS UNIVERSITY HOSPITAL & RESEARCH CENTRE,PUNE,Pune,Maharashtra,,N,N,412115,170,28.26,21.90,6.36,22.52
1879,CENTRAPATH LABS PVT LTD. INDORE,INDORE,Jabalpur,Madhya Pradesh,5,Y,N,452001,17649,111.93,105.59,6.34,5.66
5270,Muktsar (RC Jalandhar),Muktsar,Jalandhar,Punjab,N,N,N,152026,691,37.05,30.72,6.33,17.09
3431,MERIDIAN NURSING HOME AND HOSPITAL PVT LTD,VARANASI,Allahabad,Uttar Pradesh,,N,N,221007,1464,167.41,161.11,6.30,3.77
2467,GOYAL NETRA CHIKITSALAYA  - NARNAUL,NARNAUL,Jaipur,Rajasthan,1,N,N,123001,2316,235.60,229.32,6.28,2.67
2599,SRI RENUKA NETRALAYAM,GUNTUR,Secunderabad,Andhra Pradesh,2,N,N,522001,1469,68.04,61.76,6.28,9.23
790,SHARMA EYE HOSPITAL AND LASER CENTRE,ROPAR,Chandimandir,Chandigarh,2,N,N,140001,3747,251.65,245.37,6.28,2.49
5504,Kullu (RC Yol),Kullu,Yol,Himachal Pradesh,N,N,N,175101,155,26.36,20.09,6.27,23.80
3351,JAIPUR HEART AND MULTISPECIALITY CENTER,JHUNJHUNU,Jaipur,Rajasthan,,N,N,333001,2842,156.45,150.17,6.27,4.01
3527,J P HOSPITAL,YAMUNA NAGAR,Ambala,Punjab,,N,N,135001,398,140.74,134.46,6.27,4.46
3703,INSTITUTE OF LIVER AND BILIARY SCIENCES -NEW DELHI,NEW DELHI,Delhi 2,Delhi,G,N,N,110070,1167,240.63,234.36,6.27,2.61
1442,DAHIYA EYE & MATERNITY HOSPITAL,SONEPAT,Ambala,Punjab,2,N,N,131001,3751,190.82,184.54,6.27,3.29
4315,AASTHA HOSPITAL - ROPAR,NURPUR BEDI,Chandimandir,Chandigarh,,N,N,140117,57,70.52,64.26,6.26,8.88
4334,SARADA MULTISPECIALITY HOSPITAL,KOLKATA,Kolkata,West Bengal,,N,N,700121,46,61.19,54.94,6.25,10.22
705,SUN HOSPITAL PVT. LTD.,Cuttack,Ranchi,Odisha,1,N,N,753008,105,44.02,37.77,6.25,14.19
3203,DHAYAL HOSPITAL AND RESEARCH CENTRE,REENGUS,Jaipur,Rajasthan,0,N,N,332404,758,91.03,84.77,6.25,6.87
3111,ROHIT DENTAL CLINIC AND IMPLANT CENTRE,MATHURA,Jaipur,Rajasthan,3,N,N,281001,2630,61.12,54.89,6.23,10.19
4373,MAX PLUS HOSPITAL,PANIPAT,Ambala,Punjab,,N,N,132103,123,142.86,136.63,6.23,4.36
5368,Banda,Banda,Allahabad,Uttar Pradesh,N,N,N,,231,17.99,11.79,6.20,34.46
264,Star Hospitals - A Unit of unimed Health Cre Pvt Ltd,Hyderabad,Secunderabad,Andhra Pradesh,1,Y,Y,500034,12,25.41,19.22,6.20,24.38
3216,"TATA MEMORIAL HOSPITAL, PAREL, MUMBAI",MUMBAI,Mumbai,Maharashtra,G,N,N,400012,3914,3233.97,3227.78,6.19,0.19
3824,CENTRE POINT HOSPITAL & MEDICAL RESEARCH INSTITUTE PVT LTD,NAGPUR,Nagpur,Maharashtra,,N,N,440009,189,42.87,36.68,6.19,14.45
926,METRO HEART INSTITUTE WITH MULTISPECIALITY - FBD,FARIDABAD,Delhi 2,Delhi,1,N,N,121002,360,65.36,59.17,6.19,9.47
2853,DONGAONKAR SUPERSPECIALITY EYE HOSPITAL,AURANGABAD,Pune,Maharashtra,2,N,N,431005,4441,220.33,214.15,6.18,2.80
3342,MGS HOSPITAL (A UNIT OF BAWA INDER SINGH-DELHI CHARITABLE TRUST),DELHI,Delhi 2,Delhi,,N,N,110026,144,65.68,59.51,6.17,9.39
557,AMRITSAR EYE CLINIC,Dehradun,Dehradun,Uttarakhand,2,N,N,248001,10146,608.57,602.42,6.14,1.01
3617,ARMAAN HOSPITAL,JALANDHAR,Jalandhar,Punjab,,N,N,144002,151,66.40,60.27,6.13,9.23
5229,DODA,DODA,Jammu,Jammu and Kashmir,N,N,N,182202,85,16.13,10.02,6.11,37.88
2144,BGM HOSPITAL,MADURAI,Coimbatore,Tamil Nadu,1,N,N,625017,275,39.23,33.12,6.11,15.59
1898,ARAVIND EYE HOSPITAL PRIVATE LIMITED,HYDERABAD,Secunderabad,Andhra Pradesh,2,N,N,500028,243,40.49,34.39,6.10,15.08
2803,DR. ANIL KULKARNI EYE HOSPITAL,MIRAJ,Pune,Maharashtra,2,N,N,416410,992,82.41,76.35,6.06,7.36
1549,SPARSH HOSPITAL & TRAUMA CENTRE - HISAR,HISAR,Hisar,Haryana,1,N,N,125001,48,35.52,29.47,6.05,17.02
2433,NETHRADHAMA SUPER SPECIALITY EYE HOSPITAL - MYSORE,MYSURU,Bangalore,Karnataka,2,N,N,570005,3297,136.39,130.36,6.03,4.42
5134,Phagwara,Punjab,Jalandhar,Punjab,N,N,N,NA,255,31.13,25.12,6.01,19.29
4123,APEX CITY HOSPITAL (A UNIT OF SIDDHARTA HEALTH CARE PVT LTD),DELHI,Delhi 2,Delhi,,N,N,110092,69,64.93,58.93,6.00,9.24
412,DR.RAMESH CARDIAC VIJAYAWADA,VIJAYAWADA,Secunderabad,Andhra Pradesh,1,N,N,520008,1132,133.71,127.72,5.99,4.48
1481,SINGLA NURSING & EYE HOSPITAL - KOTKAPURA,KOTKAPURA,Hisar,Haryana,2,N,N,151204,1081,140.37,134.38,5.99,4.27
4220,BHARDWAJ MULTISPECIALITY HOSPITAL,KANGRA,Yol,Himachal Pradesh,,N,N,176102,621,89.10,83.14,5.96,6.69
1645,SUNETRA EYE CENTRE PVT LTD - KAVI NAGAR GHAZIABAD,GHAZIABAD,Delhi 2,Delhi,2,N,N,201002,3523,263.19,257.25,5.94,2.26
381,KASTURI MEDICAL CENTRE PVT. LTD,KOLKATA,Kolkata,West Bengal,1,N,N,700104,826,208.84,202.91,5.93,2.84
5524,Sarakaghat (Yol),Sarakaghat,Yol,Himachal Pradesh,N,N,N,175024,1912,76.09,70.17,5.92,7.78
3955,BIJENDRA MULTISPECIALITY HOSPITAL,RUPNAGAR,Chandimandir,Chandigarh,,N,N,140001,704,243.99,238.11,5.88,2.41
133,MEDEOR HOSPITALS LIMITED - NEW DELHI,NEW DELHI,Delhi,Delhi,1,Y,Y,110016,1178,59.88,54.01,5.87,9.80
3456,CANTONMENT GENERAL HOSPITAL - ALLAHABAD,ALLAHABAD,Allahabad,Uttar Pradesh,1,N,N,211001,1180,27.98,22.12,5.86,20.95
975,KALRA HOSPITAL SRCNC PVT LTD - Kirti Nagar,NEW DELHI,Delhi 2,Delhi,1,N,N,110015,46,61.24,55.40,5.84,9.53
