hospital_id,hospital_name,hospital_city_direct,cghs_city,state,hosp_type_code,nabh_status,nabl_status,pincode,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
4205,MAX SUPER SPECIALITY HOSPITAL (A UNIT OF STARLIT MEDICAL CENTRE PVT LTD),LUCKNOW,Lucknow,Uttar Pradesh,,N,N,226010,3076,846.61,775.41,71.19,8.41
5141,Hoshiarpur,HOSHIARPUR,Jalandhar,Punjab,N,N,N,146001,4272,416.04,345.27,70.77,17.01
779,METRO UMKAL HOSPITAL & HEART INSTITUTE,REWARI,Jaipur,Rajasthan,1,N,N,123401,6157,1118.41,1047.67,70.74,6.33
2043,ARORA HOSPITAL,AMRITSAR,Jalandhar,Punjab,1,N,N,143001,1265,1395.79,1325.14,70.65,5.06
5047,Beed,Beed,Pune,Maharashtra,N,N,N,NA,573,262.79,192.26,70.53,26.84
3167,SCUDDER MEMORIAL HOSPITAL,RANIPET,Chennai,Tamil Nadu,0,N,N,632401,9190,502.36,431.98,70.39,14.01
256,Jagdale Mama Hospital - Barshi,Solapur,Pune,Maharashtra,1,N,N,413411,2709,705.21,635.05,70.17,9.95
668,SIDHU HOSPITAL PVT. LTD - DORAHA,Doraha,Chandimandir,Chandigarh,1,N,N,141421,6391,1264.96,1194.81,70.15,5.55
5288,Jorhat,Jorhat ,Guwahati,Bihar,M,N,N,785005,1570,211.01,140.88,70.13,33.23
2996,TARAK HOSPITAL INDIA PVT LTD,NEW DELHI,Delhi,Delhi,1,N,N,110059,3320,1173.25,1103.16,70.09,5.97
375,Jindal Super Specialty Hospital - Bharatpur,Bharatpur,Jaipur,Rajasthan,1,N,N,321001,12686,723.75,653.81,69.94,9.66
2849,JEEVAN REKHA HOSPITAL AND RESEARCH CENTRE,NEEM KA THANA,Jaipur,Rajasthan,1,N,N,332713,11113,1079.51,1009.70,69.81,6.47
1538,KAILASHI SUPER SPECIALITY HOSPITAL & RESEARCH CENT,MEERUT,Bareilly,Uttar Pradesh,1,N,N,250001,6507,1202.48,1132.79,69.69,5.80
5019,Eluru,Eluru,Secunderabad,Andhra Pradesh,N,N,N,NA,2260,170.30,100.67,69.63,40.89
4142,GENESIS HOSPITAL,GURUGRAM,Delhi,Delhi,1,N,N,122004,449,585.51,515.91,69.60,11.89
5501,Hamirpur (RC Yol),Hamirpur,Yol,Himachal Pradesh,N,N,N,177001,3891,361.34,291.86,69.47,19.23
830,MAHAVIR CANCER INSTITUTE & RESEARCH CENTRE - PATNA,PATNA,Patna,Odisha,1,N,N,801505,3567,645.13,575.66,69.46,10.77
3398,HEALTHCARE GLOBAL ENTERPRISES LTD,JAIPUR,Jaipur,Rajasthan,,N,N,302020,3101,2966.11,2896.83,69.28,2.34
756,KURUKSHETRA NURSING HOME,KURUKSHETRA,Ambala,Punjab,1,N,N,136118,1137,686.66,617.41,69.24,10.08
990,NARINDER MOHAN  HOSPITAL & HEART CENTRE - Ghaziabad,GHAZIABAD,Delhi 2,Delhi,1,N,Y,201007,44031,1926.23,1857.04,69.19,3.59
5026,Mehbubnagar,Mehbubnagar,Secunderabad,Andhra Pradesh,N,N,N,NA,633,140.70,71.68,69.02,49.05
3228,RAJ HOSPITAL,PATHANKOT,Jammu,Jammu and Kashmir,0,N,N,145001,4734,1071.81,1003.06,68.75,6.41
1956,PRACHI HOSPITAL PVT LTD,ALLAHABAD,Allahabad,Uttar Pradesh,1,N,N,211013,2526,1417.80,1349.20,68.60,4.84
917,VADAMALAYAN HOSPITALS PVT LTD,MADURAI,Coimbatore,Tamil Nadu,1,N,N,625002,25928,1932.15,1863.80,68.35,3.54
503,Sangha Hospital,ROPAR,Chandimandir,Chandigarh,1,N,N,140001,11524,1300.65,1233.25,67.40,5.18
2576,CYTECARE CANCER HOSPITALS,BANGALORE,Bangalore,Karnataka,1,N,N,560064,6459,2206.54,2139.19,67.36,3.05
2540,NARULA DIAGNOSTIC CENTRE LLP,ROHTAK,Hisar,Haryana,5,N,N,124001,22787,512.71,445.41,67.30,13.13
179,MAMTA HOSPITAL - GURGAON,GURUGRAM,Delhi,Delhi,1,N,N,122001,276,352.55,285.97,66.58,18.89
3856,MAR SLEEVA MEDICITY PALAI,KOTTAYAM,Kochi,Kerala,,N,N,686584,15477,1260.36,1193.99,66.37,5.27
2939,HCG CANCER CENTRE (A UNIT OF HEALTH CARE GLOBAL,VISAKHAPATNAM,Visakhapatnam,Andhra Pradesh,1,N,N,530040,1346,1600.07,1533.74,66.33,4.15
1924,SRIKARA HOSPITALS (UNIT OF VENKATESHWARA ORTHO HEA,HYDERABAD,Secunderabad,Andhra Pradesh,1,N,N,500025,1390,524.32,458.06,66.25,12.64
2973,ROHILLA NURSING HOME,RAJGARH CHURU,Hisar,Haryana,1,N,N,331023,1352,500.10,433.91,66.19,13.24
5379,Ballia,Ballia,Allahabad,Uttar Pradesh,N,N,N,,7246,477.91,411.76,66.16,13.84
251,Swasthya Hospital Medical Research Centre,Ahmednagar,Pune,Maharashtra,1,N,N,414001,3159,970.80,904.72,66.08,6.81
1363,ASAP IMPACT PVT LTD,BALLIA,Allahabad,Uttar Pradesh,1,N,N,277001,12327,1269.83,1203.89,65.93,5.19
5175,Jamshedpur,Jamshedpur,Ranchi,Odisha,N,N,N,831001,1539,216.72,150.87,65.85,30.38
751,NARHARI HOSPITAL,VADODARA,Ahmedabad,Gujarat,1,N,N,390002,27668,1197.37,1131.65,65.72,5.49
1934,SAVEERA INSTITUTE OF MEDICAL SCIENCES PVT LTD,ANANTPUR,Secunderabad,Andhra Pradesh,1,N,N,515004,12119,912.03,846.63,65.40,7.17
3878,MANGLA MULTISPECIALITY HOSPITAL PVT LTD,KANPUR NAGAR,Lucknow,Uttar Pradesh,,N,N,208007,634,401.45,336.13,65.32,16.27
2428,INDOWESTERN BRAIN & SPINE HOSPITAL - JAIPUR,JAIPUR,Jaipur,Rajasthan,1,N,N,302015,1003,405.98,340.72,65.27,16.08
486,Joshi Hospital & Trauma Centre,Jalandhar,Jalandhar,Punjab,1,N,N,144001,8120,1712.80,1647.67,65.14,3.80
1404,BHARATH HOSPITAL & INSTITUTE OF ONCOLOGY - MYSORE,MYSURU,Bangalore,Karnataka,1,N,N,570017,3558,1083.86,1018.74,65.13,6.01
5264,Ara Bhojapur,Ara Bhojpur,Patna,Odisha,N,N,N,802301,12760,603.50,538.50,64.99,10.77
3884,PMC HOSPITAL,PATHANKOT,Jammu,Jammu and Kashmir,,N,N,145023,496,399.22,334.23,64.99,16.28
1833,HARISH HOSPITAL PVT LTD,ALWAR,Jaipur,Rajasthan,1,N,N,301001,3908,644.13,579.31,64.82,10.06
3241,JAIPUR HEART AND GENERAL HOSPITAL,"NARNAUL,",Jaipur,Rajasthan,0,N,N,123001,6280,1356.90,1292.15,64.75,4.77
1793,ST JOSEPH'S MISSION HOSPITAL - ANCHAL,KOLLAM,Trivandrum,Kerala,1,N,N,691306,33259,1045.76,981.05,64.71,6.19
813,SHAT-AYU CRITICAL CARE POLYTRAUMA CENTRE & M HOSP,NAGPUR,Nagpur,Maharashtra,1,N,N,440012,2346,552.53,488.03,64.51,11.67
5129,Perinthelmanna,Perinthalmanna,Kochi,Kerala,N,N,N,679322,35153,969.46,904.95,64.51,6.65
3766,MEDPARK HOSPITAL (UNIT: ZIONAH HEALTHCARE),MOHALI,Chandimandir,Chandigarh,,N,N,160071,351,522.94,458.52,64.42,12.32
1628,MOOLCHAND MEDICITY - AGRA,AGRA,Bareilly,Uttar Pradesh,1,N,N,282007,1037,310.14,245.97,64.17,20.69
2981,BHARDWAJ HOSPITAL,BHIWANI,Hisar,Haryana,1,N,N,127021,1215,512.22,448.49,63.73,12.44
2456,KSHETRAPAL HOSPITAL MULTISPECIALITY AND RESEARCH CENTRE,AJMER,Ahmedabad,Gujarat,1,N,N,305004,18867,1258.81,1195.08,63.73,5.06
42,BHAGWATI HOSPITAL (A UNIT OF SARVODAYA HEALTH FOUNDATION) - ROHINI,NEW DELHI,Delhi,Delhi,1,N,N,110085,2279,905.06,841.48,63.58,7.02
4044,GS MEDICAL COLLEGE AND HOSPITAL,HAPUR,Bareilly,Uttar Pradesh,,N,N,245304,336,433.09,369.61,63.48,14.66
1978,SHARANJIT HOSPITAL,JALANDHAR,Jalandhar,Punjab,1,N,N,144001,1859,1226.59,1163.32,63.27,5.16
928,BATRA HOSPITAL & MEDICAL RESEARCH CENTRE - Tughlakabad Inst.Area,NEW DELHI,Delhi 2,Delhi,1,Y,Y,110062,9659,995.82,932.76,63.06,6.33
2470,CHARNOCK HOSPITALS PVT LTD - ARTERIAL ROAD,KOLKATA,Kolkata,West Bengal,1,N,N,700157,584,663.79,600.82,62.97,9.49
5005,Jagraon,Jagraon,Chandimandir,Chandigarh,N,N,N,NA,3360,269.54,206.91,62.63,23.23
1262,VINEETA HOSPITAL PVT LTD,ALLAHABAD,Allahabad,Uttar Pradesh,1,N,N,211013,1764,1268.66,1206.11,62.55,4.93
2774,SHRI BALAJI AAROGYAM HOSPITAL PVT. LTD.,KURUKSHETRA,Ambala,Punjab,1,Y,N,136118,4424,1223.96,1161.52,62.44,5.10
196,ARYAN HOSPITAL PVT LTD - GURGAON,GURUGRAM,Delhi,Delhi,1,N,N,122001,4149,837.26,775.14,62.13,7.42
2658,MAARS HOSPITAL & HEART INSTITUTE,REWARI,Jaipur,Rajasthan,1,N,N,123401,11646,1470.75,1408.89,61.86,4.21
2105,PATIALA HEART INSTITUTE,PATIALA,Ambala,Punjab,1,N,N,147001,7867,1781.40,1719.56,61.84,3.47
648,SPM HOSPITAL RESEARCH & TRAUMA CENTRE,Kanpur,Lucknow,Uttar Pradesh,1,N,N,208017,1418,543.21,481.65,61.56,11.33
3415,MEDIPARK HOSPITAL (UNIT OF MEDIPARK HEALTHCARE PVT,PATNA,Patna,Odisha,,N,N,800013,3045,626.78,565.25,61.53,9.82
44,UMKAL HOSPITAL PVT LTD,GURUGRAM,Delhi,Delhi,1,N,N,122002,1492,1100.29,1038.78,61.51,5.59
2474,DR.RAM NARAYAN SONI ORTHO HOSPITAL - KALMRI RD,125001,Hisar,Haryana,1,N,N,125001,1765,723.23,661.88,61.35,8.48
2689,RESCUE HOSPITAL INDIA PVT LTD - DWARKA NEW DELHI,NEW DELHI,Delhi 2,Delhi,1,N,N,110059,144,311.61,250.32,61.30,19.67
1013,MEDEOR HOSPITAL LIMITED - NEW DELHI,NEW DELHI,Delhi 2,Delhi,1,Y,Y,110016,3060,446.25,385.27,60.98,13.67
5510,Yol (RC Yol),YOL,Yol,Himachal Pradesh,M,N,N,176052,8906,403.96,343.02,60.94,15.09
487,Kidney Hospital & Lifeline Medical Institution - Jalandhar,Jalandhar,Jalandhar,Punjab,1,N,N,144001,15275,3163.63,3103.16,60.47,1.91
798,HEART HOSPITAL LIMITED,PATNA,Patna,Odisha,1,N,N,800020,9766,1035.87,975.55,60.32,5.82
629,GANADHIPATI PURUSHOTTAM SHEKHAWATI HOSPITAL & RESEARCH CENTRE,JAIPUR,Jaipur,Rajasthan,1,N,N,302029,1775,570.81,510.55,60.27,10.56
2792,KOHLI HOSPITAL,GURDASPUR,Jalandhar,Punjab,1,N,N,143519,778,1090.36,1030.29,60.07,5.51
7,FORTIS HOSPITAL (A UNIT OF FORTIS HOSPITALS),NOIDA,Delhi,Delhi,1,Y,Y,201301,2637,1604.88,1544.82,60.06,3.74
652,SHRI RADHA KRISHNA HOSPITAL AND RESEARCH INSTITUTE,NAGPUR,Nagpur,Maharashtra,1,N,N,440008,1531,359.70,299.77,59.93,16.66
5206,Sonipat,Panipat,Ambala,Punjab,N,N,N,131001,15815,536.11,476.55,59.56,11.11
3921,PRATEEK HOSPITAL AND RESEARCH CENTRE,PILANI,Jaipur,Rajasthan,,N,N,333031,833,553.54,494.00,59.54,10.76
5443,Gulbarga (RC Hyderabad),Gulbarga,Secunderabad,Andhra Pradesh,N,N,N,585103,224,115.67,56.21,59.47,51.41
1903,GLOBAL SPECIALITY HOSPITAL - GWALIOR,GWALIOR,Jabalpur,Madhya Pradesh,1,N,N,474002,13634,957.34,897.91,59.43,6.21
3565,BHARATI HOSPITAL,PUNE,Pune,Maharashtra,,N,N,411043,2464,506.44,447.18,59.26,11.70
2143,SHALBY LIMITED - INDORE,INDORE,Jabalpur,Madhya Pradesh,1,N,N,452003,1728,448.12,389.03,59.09,13.19
2168,Dr. D.Y.PATIL HOSPITAL & RESEARCH CENTER ,KOLHAPUR,Pune,Maharashtra,1,N,N,416001,6945,301.91,242.82,59.09,19.57
3950,SPES SUPERSPECIALITY HOSPITAL (A UNIT OF HMDR HEALTHCARE PVT LTD),GREATER NOIDA,Delhi,Delhi,1,N,N,201310,208,450.67,391.85,58.83,13.05
2273,FORTIS HOSPITAL - SHALIMAR BAGH,DELHI,Delhi 2,Delhi,1,N,Y,110088,16769,1989.60,1930.83,58.78,2.95
3595,KRM AYURVEDA -DELHI,DELHI,Delhi 2,Delhi,,N,N,110034,450,306.41,247.67,58.75,19.17
4015,GBM DUKH NIWARAN HOSPITAL (A UNIT OF DUKH NIWARAN HEALTHCARE SERVICES),AMRITSAR,Jalandhar,Punjab,,N,N,143001,564,967.58,908.88,58.70,6.07
5326,Mahender Garh,Mahender Garh,Jaipur,Rajasthan,N,N,N,220325,12525,637.01,578.69,58.32,9.16
5448,Sangrur (Ambala),Sangrur,Ambala,Punjab,M,N,N,147301,3855,272.79,214.49,58.31,21.37
757,HOPE MULTISPECIALITY HOSPITAL,NAGPUR,Nagpur,Maharashtra,1,Y,Y,440012,975,338.36,280.05,58.31,17.23
4240,BENSUPS HOSPITAL (A UNIT OF B.R. DHAWAN MEMORIAL CHARITABLE TRUST),NEW DELHI,Delhi,Delhi,,N,N,110018,128,271.62,213.35,58.27,21.45
2334,AGGARWAL HOSPITAL - JAGADHRI,JAGADHRI,Ambala,Punjab,1,N,N,135003,800,754.54,696.30,58.24,7.72
3751,SMSG MULTISPECIALITY HOSPITAL,BHIWANI,Hisar,Haryana,,N,N,127021,437,542.01,484.14,57.88,10.68
5127,Kunnamkulam,Kunnamkulam,Kochi,Kerala,N,N,N,680503,23985,564.47,506.72,57.75,10.23
5387,ERODE,ERODE,Coimbatore,Tamil Nadu,N,N,N,,2091,152.81,95.14,57.68,37.74
5360,Virajpet,Virajpet,Bangalore,Karnataka,N,N,N,,2436,196.90,139.48,57.42,29.16
3542,SYNERGY MULTISPECIALITY HOSPITAL PVT LTD,MIRAJ,Pune,Maharashtra,,N,N,416410,3083,457.14,400.16,56.99,12.47
1004,APOLLO HOSPITALS - SECUNDERABAD,HYDERABAD,Secunderabad,Andhra Pradesh,1,N,N,500003,2371,400.94,344.03,56.91,14.19
5058,Panaji (RC Pune),Panaji,Pune,Maharashtra,M,N,N,400097,2346,255.34,198.73,56.61,22.17
3059,NARAYANA INSTITUTE OF CARDIAC SCIENCES,BANGALORE,Bangalore,Karnataka,1,N,N,560099,2721,843.71,787.23,56.48,6.69
1968,HIMACHAL HEALTHCARE PRIVATE LIMITED,KANGRA,Jammu,Jammu and Kashmir,1,N,Y,176001,9138,956.15,900.12,56.03,5.86
2514,MEDICITY MULTISPECIALITY HOSPITAL & NEURO CENTRE,HISAR,Hisar,Haryana,1,N,N,125001,1131,583.13,527.24,55.89,9.58
3399,HCG CANCER CENTRE (A UNIT OF HCG ONCOLOGY LLP),VADODARA,Ahmedabad,Gujarat,,N,N,390012,1687,1242.41,1186.78,55.63,4.48
1054,MAX SUPER SPECIALITY HOSPITAL - PATPARGANJ,NEW DELHI,Delhi 2,Delhi,1,Y,Y,110092,135,356.69,301.14,55.56,15.58
5125,Kalpetta,Kalpetta,Kochi,Kerala,N,N,N,,684,125.49,69.94,55.55,44.27
3958,YATHARTH SUPER SPECIALITY HOSPITAL (A UNIT OF RAMRAJA MULTISPECIALITY HOSPITAL & TRAUMA CENTRE),TIKAMGARH,Jabalpur,Madhya Pradesh,,N,N,472246,1464,465.59,410.25,55.34,11.89
3754,SEVENSTAR HOSPITAL (UNIT : NAGPUR INSTITUTE OF SURGICAL SCIENCES AND RESEARCH CENTRE PVT LTD),NAGPUR,Nagpur,Maharashtra,,N,N,440009,4705,494.49,439.29,55.21,11.16
2240,DR. PUNJS ARTEMIS HOSPITAL,AMRITSAR,Jalandhar,Punjab,1,N,N,143001,310,465.87,410.92,54.95,11.79
5329,Timarpur,Timarpur,Delhi 2,Delhi,N,N,N,110054,5272,306.58,251.79,54.78,17.87
419,VALLUVANAD HOSPITAL COMPLEX LTD,OTTAPALAM,Kochi,Kerala,1,N,N,679104,9957,980.90,926.13,54.77,5.58
5204,Ambala,Amabala Cantt,Ambala,Punjab,M,N,N,133001,26887,878.68,823.95,54.73,6.23
3209,GREAT EASTERN MEDICAL SCHOOL AND HOSPITAL,SRIKAKULAM,Visakhapatnam,Andhra Pradesh,0,N,N,532484,6451,404.44,349.74,54.69,13.52
5384,Ujjain,Ujjain,Jabalpur,Madhya Pradesh,N,N,N,455601,445,132.51,77.95,54.56,41.18
5378,Ghazipur,Ghazipur,Allahabad,Uttar Pradesh,N,N,N,,2280,220.39,165.86,54.53,24.74
1544,DHIR HOSPITAL,BHIWANI,Hisar,Haryana,1,N,N,127021,11930,1057.20,1002.83,54.37,5.14
5250,Kolar,Kolar,Bangalore,Karnataka,N,N,N,563101,1932,183.19,128.83,54.36,29.68
3786,SHALBY HOSPITAL NARODA (UNIT OF SHALBY LTD),AHMEDABAD,Ahmedabad,Gujarat,,N,N,382325,3433,629.81,575.56,54.25,8.61
3229,GURU NANAK HOSPITAL,PALWAL,Delhi,Delhi,1,N,N,121102,14356,1000.95,946.81,54.15,5.41
2448,SEVA SUPER SPECIALITY & CRITICAL CARE CENTRE -,DHULE,Pune,Maharashtra,1,N,N,424001,1320,409.63,355.71,53.93,13.17
2250,KAILASH HOSPITAL (A UNIT OF UMA MEDICARE LTD) - JEWAR,JEWAR,Delhi 2,Delhi,1,N,N,203135,4931,644.39,590.60,53.79,8.35
116,MAXCURE HOSPITALS (SECRETARIAT ROAD A UNIT OF SAHRUDAYA HEALTH CARE PVT LTD),HYDERABAD,Secunderabad,Andhra Pradesh,1,N,N,500063,143,173.01,119.27,53.74,31.06
1595,RIDDHI VINAYAK CRITICAL CARE AND CARDIAC CENTRE,MUMBAI,Mumbai,Maharashtra,1,N,N,400064,514,400.53,346.93,53.60,13.38
3720,EAST COAST HOSPITALS LTD,PUDUCHERRY,Chennai,Tamil Nadu,1,N,N,605010,896,249.41,195.83,53.58,21.48
827,RAMANA MAHARISHI RANGAMMAL HOSPITAL,TIRUVANNAMALAI,Chennai,Tamil Nadu,1,N,N,606603,2093,508.68,455.28,53.40,10.50
2468,BARALA HOSPITAL & RESEARCH CENTRE - JAIPUR,JAIPUR,Jaipur,Rajasthan,1,N,N,303702,4019,743.08,689.82,53.26,7.17
5398,Etah,Etah,Bareilly,Uttar Pradesh,N,N,N,,738,161.81,108.61,53.20,32.88
1018,AKSHAR PURSHOTTAM AROGYA MANDIR,VADODARA,Ahmedabad,Gujarat,1,N,N,391760,3132,1802.27,1749.09,53.18,2.95
1565,BHAGAT CHANDRA HOSPITAL,NEW DELHI,Delhi,Delhi,1,N,Y,110045,10528,936.22,883.08,53.14,5.68
5233,Akhnoor,Akhnoor,Jammu,Jammu and Kashmir,M,N,N,181201,8010,353.67,300.55,53.12,15.02
3552,HORIZON PRIME HOSPITAL(UNIT OF WEST COAST HOSPITAL,THANE,Mumbai,Maharashtra,,N,N,400607,6508,413.54,360.63,52.90,12.79
3866,AMRITA HOSPITAL,FARIDABAD,Delhi,Delhi,1,N,N,121002,4707,942.24,889.53,52.71,5.59
3826,UTKAL INSTITUTE OF MEDICAL SCIENCE AND HOSPITAL (A UNIT OF UHPL),BHUBANESWAR,Bhubaneswar,Rajasthan,,N,N,751021,3145,679.98,627.28,52.69,7.75
5064,Changanacherry,Kottayam,Trivandrum,Kerala,N,N,N,686104,27040,826.04,773.36,52.68,6.38
2146,SIDHARTH HOSPITAL,KURUKSHETRA,Ambala,Punjab,1,N,Y,136135,920,821.33,768.74,52.58,6.40
2537,VENKATESHWAR HOSPITAL - DWARKA,NEW DELHI,Delhi 2,Delhi,1,N,N,110075,11189,1216.42,1164.15,52.27,4.30
2270,KRISHNA MEDICAL CENTRE,DEHRADUN,Dehradun,Uttarakhand,1,N,N,248001,1865,722.68,670.53,52.15,7.22
5027,Nellore,Nellore,Secunderabad,Andhra Pradesh,N,N,N,NA,957,126.99,75.06,51.92,40.89
5458,Rudrapur (RC Bareilly),Rudrapur,Bareilly,Uttar Pradesh,N,N,N,263153,358,137.25,85.55,51.70,37.67
719,NARAYANA NETHRALAYA - RAJAJINAGAR,BANGALORE,Bangalore,Karnataka,1,N,N,560010,14929,1109.69,1058.52,51.17,4.61
791,GAUTAM EYE HOSPITAL - MUKERIAN,MUKERIAN,Jalandhar,Punjab,2,N,N,144211,5260,657.11,605.95,51.16,7.79
5131,Jhunjhunu,Jhunjhunu,Jaipur,Rajasthan,N,N,N,333001,3829,279.37,228.43,50.94,18.23
3855,RAHI MEDICAL CENTER (P) LTD.,KANPUR,Lucknow,Uttar Pradesh,,N,N,208027,581,420.47,369.63,50.84,12.09
3782,SADBHAVNA HOSPITAL,FATEHABAD,Hisar,Haryana,,N,N,125050,2986,648.97,598.40,50.57,7.79
3772,AYUKARMA AYURVEDA (UNIT : KRM AYURVEDA PVT LTD),GURUGRAM,Delhi 2,Delhi,7,N,N,122001,220,228.83,178.37,50.46,22.05
3280,PUNJAB CANCER CARE AND MULTISPECIALITY HOSPITAL,BATHINDA,Hisar,Haryana,,N,N,151001,2948,1054.06,1003.93,50.14,4.76
1391,NARAD MULTISPECIALITY HOSPITAL & TRAUMA CENTRE,HOSHIARPUR,Jalandhar,Punjab,1,N,N,146001,5610,963.72,913.65,50.07,5.20
5048,Buldana,Buldana,Pune,Maharashtra,N,N,N,NA,618,198.73,148.80,49.93,25.13
2771,SUVIDHA HOSPITAL AND ICU CENTRE,OSMANABAD,Pune,Maharashtra,1,N,N,413501,3861,546.65,496.96,49.68,9.09
3908,KRYSTAL HOSPITAL,BAGHPAT,Bareilly,Uttar Pradesh,,N,N,250609,582,520.13,470.59,49.54,9.52
5351,Aizwal,Aizwal,Guwahati,Bihar,N,N,N,,534,178.60,129.08,49.52,27.73
5004,Fatehgarh,Fatehgarh,Lucknow,Uttar Pradesh,M,N,N,209601,4515,282.99,233.71,49.28,17.41
1534,SANTKRUPA MULTISPECIALITY HOSPITAL,NASHIK,Pune,Maharashtra,1,N,N,422501,2485,476.90,427.71,49.19,10.31
3579,HCG PANDA CANCER HOSPITAL,CUTTACK,Bhubaneswar,Rajasthan,,N,N,754001,794,798.36,749.30,49.05,6.14
3802,PRANAV MULTISPECIALITY HOSPITAL,MUKERIAN,Jalandhar,Punjab,,N,N,144211,3499,1055.54,1006.51,49.03,4.64
792,SHREE BALAJI HOSPITAL - KANGRA,KANGRA,Jammu,Jammu and Kashmir,1,N,N,176001,3824,363.33,314.31,49.02,13.49
311,Thangam Hospital of PMRC,PALAKKAD,Kochi,Kerala,1,N,N,678004,22563,1712.37,1663.52,48.85,2.85
5438,Surat,Surat,Ahmedabad,Gujarat,N,N,N,395017,1073,183.16,134.34,48.82,26.65
796,ASHA INSTITUTE OF MEDICAL SCIENCE & RESEARCH CENTR,KAMPTEE,Nagpur,Maharashtra,1,N,N,441001,1672,403.65,355.11,48.53,12.02
967,DELHI HEART & LUNG INSTITUTE-PANCHKUIAN RD N DELHI,NEW DELHI,Delhi 2,Delhi,1,Y,Y,110055,1751,740.65,692.38,48.28,6.52
5001,Barnala,Barnala,Chandimandir,Chandigarh,N,N,N,NA,6534,370.51,322.31,48.20,13.01
3170,RAINBOW HOSPITAL(UNIT OF ANS HEALTHCARE PVT LTD),GHUMARWIN,Yol,Himachal Pradesh,0,N,N,174021,11004,1476.26,1428.23,48.04,3.25
3454,MALHOTRA HOSPITAL & TRAUMA CENTRE,MANDI,Yol,Himachal Pradesh,,N,N,175008,2199,620.83,572.79,48.04,7.74
5024,Khammam,Khammam,Secunderabad,Andhra Pradesh,N,N,N,507002,316,104.19,56.45,47.74,45.82
3003,AMALTAS INSTITUTE OF MEDICAL SCIENCES,DEWAS,Jabalpur,Madhya Pradesh,1,N,N,455001,3479,620.04,572.33,47.71,7.69
3641,OMEGA HOSPITALS (A UNIT OF GUNTUR OF INSTITUTE OF,GUNTUR,Secunderabad,Andhra Pradesh,,N,N,522001,545,330.01,282.37,47.64,14.44
5094,Behrampore (RC Kolkata),Murshidabad,Kolkata,West Bengal,N,N,N,NA,798,148.58,101.07,47.51,31.98
2523,DRISHTI CENTRE FOR ADVANCED EYE CARE,HALDWANI,Bareilly,Uttar Pradesh,2,N,N,263139,38278,1569.93,1522.62,47.32,3.01
1349,SEVENHILLS HEALTHCARE PVT LTD,MUMBAI,Mumbai,Maharashtra,1,N,N,400059,3657,290.82,243.66,47.16,16.22
5339,Bhagalpur,Hawai Adda,Patna,Odisha,N,N,N,812002,822,136.78,89.67,47.11,34.44
5258,Chhapra,Chhapra,Patna,Odisha,N,N,N,841301,2343,184.63,137.54,47.09,25.50
3587,DR A S THAKUR MEMORIAL MULTISPECIALITY HOSPITAL P,HAMIRPUR,Yol,Himachal Pradesh,,N,N,174305,14310,651.99,604.93,47.06,7.22
3244,APEX HOSPITAL AND MATERNITY HOME,JALANDHAR,Jalandhar,Punjab,0,N,N,144001,2665,599.53,552.48,47.05,7.85
1361,FORTIS HOSPITALS LIMITED - BENGALURU,BANGALORE,Bangalore,Karnataka,1,N,N,560052,5200,549.29,502.47,46.82,8.52
3783,AMANDEEP MEDICITY (UNIT:AMANDEEP HEALTHCARE P LTD),AMRITSAR,Jalandhar,Punjab,,N,N,143001,1491,526.62,479.89,46.73,8.87
5322,Hisar,Hisar,Hisar,Haryana,M,N,N,,14793,629.38,582.71,46.67,7.42
5345,Shillong,Shillong,Guwahati,Bihar,M,N,N,,184,148.06,101.43,46.64,31.50
159,KRISHNA KUMAR ORTHOPARDIC HOSPITAL & INSTITUTE OF ORTHOPAEDIC (P) LTD,NAGERCOIL,Trivandrum,Kerala,1,N,N,629807,4652,421.19,374.72,46.47,11.03
3245,PANWAR HOSPITAL,BHIWANI,Hisar,Haryana,0,N,N,127021,382,241.55,195.14,46.41,19.21
4062,GAYATRI HOSPITAL (A UNIT OF AAS MEDICARE PRIVATE LIMITED),GHAZIABAD,Delhi 2,Delhi,,N,N,201001,123,206.73,160.40,46.33,22.41
3828,MEDICOVER HOSPITALS -VENKOJIPALEM (A UNIT OF SAHRUDAYA HEALTHCARE PVT LTD),VISAKHAPATNAM,Visakhapatnam,Andhra Pradesh,,N,N,530017,2418,504.14,457.85,46.29,9.18
2541,NARAYANA HRUDAYALAYA SURGICAL HOSPITAL PVT LTD,MYSURU,Bangalore,Karnataka,1,N,N,570019,8882,883.19,837.01,46.18,5.23
3256,DELHI HOSPITAL,SONIPAT,Ambala,Punjab,0,N,N,131402,3774,983.81,937.65,46.16,4.69
5328,Jamnagar,Jamnagar,Ahmedabad,Gujarat,M,N,N,361006,892,188.97,143.21,45.76,24.22
5284,Agartala,Agartala,Guwahati,Bihar,M,N,N,903182,1174,167.24,121.54,45.70,27.33
315,PVS HOSPITAL PVT LTD,KOZHIKODE,Kochi,Kerala,1,N,N,673002,19566,677.36,631.68,45.68,6.74
5488,Sambalpur (RC Bhubneshwar),Sambalpur,Bhubaneswar,Rajasthan,N,N,N,768004,313,116.47,70.89,45.58,39.13
2451,RAJEEV HOSPITAL,MOGA,Jalandhar,Punjab,1,N,N,142001,839,340.88,295.43,45.45,13.33
