hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
SANKAR FOUNDATION EYE HOSPITAL - VISAKHAPATNAM [625],2,N,8086,491.17,466.24,24.93,5.08
Yamunanagar [5208],N,N,581,153.63,128.79,24.84,16.17
Dhanbad [5335],N,N,2527,110.27,85.47,24.80,22.49
AAKASH HEALTHCARE SUPER SPECIALITY HOSPITAL DWARKA [3020],1,N,2900,204.30,179.50,24.80,12.14
KRISHNAMMAL MEMORIAL HOSPITAL [1311],1,N,2270,254.46,229.67,24.79,9.74
CYGNUS SUPER SPECIALITY HOSPITAL - KAITHAL [2418],1,N,4071,510.53,485.83,24.70,4.84
HCG HOSPITALS (A UNIT OF HEALTHCARE GLOBAL ENTERPRISES LIMITED) [3469],,N,737,175.24,150.56,24.69,14.09
INDUS JAIPUR HOSPITAL (UNIT : SHARMA MEMORIAL HOSP [3765],,N,1057,496.36,471.68,24.68,4.97
SIVAGIRI SREE NARAYANA MEDICAL MISSION HOSPITAL [3000],1,N,4835,353.60,328.98,24.62,6.96
YASH HOSPITAL [2932],1,N,1166,549.46,524.85,24.61,4.48
Barsar (RC Yol) [5503],N,N,9403,333.93,309.35,24.58,7.36
SATKARMAN HOSPITAL [3785],,N,155,289.61,265.11,24.50,8.46
SAHYADRI NARAYANA MULTISPECIALITY HOSPITAL - SHIMO [2415],1,Y,10505,536.32,511.83,24.49,4.57
JAIN DENTAL CENTRE - KRISHNA NAGAR DELHI [2288],3,N,1448,105.61,81.15,24.46,23.16
Bharatpur [5310],M,N,2224,145.57,121.13,24.44,16.79
MAXIVISION EYE HO PVT LTD - HYDERABAD [728],2,N,3093,257.67,233.24,24.43,9.48
GLOBAL DENTAL HOSPITAL ORTHODONTIC AND IMPLANT CEN [3186],0,N,4683,137.26,112.94,24.32,17.72
KRISHNA SUPER SPECIALITY HOSPITAL (A UNIT OF CNG) [2744],1,N,901,260.93,236.63,24.30,9.31
RAMA HOSPITAL - BAHALGARH [2438],1,N,1072,901.38,877.16,24.22,2.69
Bahadurgarah [5424],N,N,7052,469.27,445.06,24.21,5.16
Doraha [5164],N,N,1543,125.08,100.92,24.16,19.32
CITY INSTITUTE OF MEDICAL SCIENCE [4285],,N,2715,244.01,219.89,24.12,9.89
EDMOND CITY HOSPITAL LTD [3702],1,N,11897,709.55,685.46,24.09,3.39
SAHRUDAYA HOSPITAL THATHAMPALLY [601],1,N,3857,320.27,296.25,24.02,7.50
GANESH HOSPITAL - Nehru Nagar [933],1,N,702,379.67,355.65,24.02,6.33
DR DANDE HOSPITAL AND RESEARCH CENTRE [1110],1,N,741,126.32,102.33,23.99,18.99
GLOBUS HOSPITAL ( A UNIT OF HOSPITAL INFOTECH PVT [2447],1,Y,229,304.99,281.10,23.90,7.83
"BBC Heart Care, Pruthi Hospital [437]",1,Y,11493,2900.11,2876.23,23.88,0.82
Jamdar Hospital Pvt Ltd - Jabalpur [687],1,N,1856,118.69,94.82,23.87,20.11
Katihar [5092],N,N,251,62.37,38.56,23.81,38.17
AARTHI SCANS PRIVATE LTD [561],1,N,31313,455.68,431.88,23.80,5.22
DELHI HOSPITAL & MATERNITY HOME [844],1,N,10009,401.50,378.03,23.48,5.85
JOSCO MULTI-SPECIALITY HOSPITAL [2701],1,N,2564,227.01,203.54,23.48,10.34
Taran Taran [5146],N,N,5679,231.97,208.51,23.45,10.11
HEALTHCARE GLOBAL ENTERPRISES LIMITED [799],1,N,152,131.83,108.44,23.39,17.74
Pithoragarh (RC Bareilly) [5460],M,N,1512,91.83,68.62,23.20,25.27
Giriraj Hospital [148],1,N,161,91.33,68.14,23.19,25.39
AJAY DENTAL CLINIC & SPECIALITY CENTRE [1302],3,N,2916,78.66,55.49,23.17,29.46
PRAKASH EYE HOSPITAL AND LASER CENTRE - Meerut [1528],2,N,2503,355.42,332.26,23.16,6.52
Darbhanga [5265],N,N,763,91.06,68.01,23.05,25.31
SOOD EYE CARE [2116],2,N,4240,626.60,603.57,23.03,3.68
PINNACLE HOSPITALS INDIA PRIVATE LIMITED [3893],,N,1031,159.03,136.15,22.88,14.39
Baruipur [5168],N,N,734,61.84,39.20,22.64,36.61
IMPERIAL HOSPITAL & RESEARCH CENTER- JAIPUR [432],1,N,842,249.97,227.49,22.48,8.99
APEX HOSPITAL AND TRAUMA CENTRE [3811],,N,257,265.06,242.61,22.45,8.47
SHANTI HOSPITAL [907],1,N,2416,377.40,354.98,22.42,5.94
RAO NURSING HOME [2902],1,N,661,222.70,200.37,22.33,10.03
ALEXIS MULTI SPECIALITY HOSPITAL PVT LTD [4232],,N,3742,247.45,225.16,22.29,9.01
GAURAV HOSPITAL [4317],,N,77,95.24,73.09,22.15,23.26
Samarala (RC - CHM) [5013],N,N,1668,115.84,93.83,22.01,19.00
Bidar (RC Hyderabad) [5519],N,N,212,54.58,32.58,21.99,40.30
MITTAL HOSPITAL [964],1,N,2658,271.94,250.06,21.88,8.05
SONI HOSPITAL - JAIPUR [400],1,N,1116,236.95,215.09,21.85,9.22
PRAKASH NETRA KENDR [2664],1,N,887,95.00,73.28,21.72,22.86
KASHVI MULTI SPECIALITY CENTER [4377],,N,78,142.58,120.88,21.70,15.22
OM CLINIC (EYE CARE) [2911],2,N,4190,197.95,176.25,21.69,10.96
Udaipur [5417],M,N,2573,142.71,121.05,21.66,15.18
KUTE HOSPITAL AND LAPROSCOPY CENTRE [3159],0,N,201,111.72,90.12,21.60,19.34
TIBRA EYE HOSPITAL & RETINA CENTRE [682],2,N,7228,591.15,569.62,21.53,3.64
Usha Mullapudi Cardiac Centre [299],1,N,1243,215.48,194.03,21.45,9.95
PRABHA EYE HOSPITAL [2657],2,N,12141,518.46,497.06,21.39,4.13
Vasco (RC Mumbai) [5281],M,N,729,92.87,71.51,21.35,23.00
KHUSLOK HOSPITAL [3987],,N,1134,160.76,139.41,21.35,13.28
DR LAL PATH LABS LTD - ROHINI [2406],5,Y,51731,765.65,744.32,21.32,2.78
"DR AGARWALS HEALTH CARE LTD, CHANDIGARH [31]",2,Y,4038,196.07,174.77,21.31,10.87
RUNGTA HOSPITAL- JAIPUR [291],1,N,613,175.66,154.39,21.27,12.11
Bongaigaon [5411],N,N,466,74.19,52.95,21.24,28.63
Saugor [5086],M,N,177,51.85,30.64,21.21,40.91
INDUS VALLEY HOSPITALS (A UNIT OF PRIME CARE HOSP) [3628],1,N,1300,368.91,347.71,21.20,5.75
JANTA X-RAY CLINIC PVT LTD - TILAK NAGAR [2444],1,N,18759,349.05,327.85,21.20,6.07
Karnal [5209],N,N,1442,137.28,116.18,21.10,15.37
DR THIND EYE CARE PVT LTD [475],2,Y,8225,1047.72,1026.62,21.10,2.01
Loharu [5302],N,N,1857,169.65,148.56,21.09,12.43
Amla [5279],M,N,296,56.06,35.01,21.05,37.55
I S NURSING HOME [824],1,N,366,144.68,123.77,20.91,14.45
Ropar [5011],N,N,6883,401.20,380.37,20.83,5.19
PRIYA HOSPITAL [641],1,N,337,155.99,135.22,20.77,13.31
APEX HOSPITAL - MULUND [820],1,N,597,149.29,128.54,20.75,13.90
SIWACH HOSPITAL [4086],,N,357,224.02,203.31,20.71,9.25
JOSEPH SAHAYAM SPECIALITY HOSPITAL [1806],1,N,1140,185.58,165.02,20.56,11.08
ALLURI SITARAMA RAJU ACADEMY OF MEDICAL SCIENCES [742],1,N,3422,220.12,199.56,20.56,9.34
FLORES HOSPITAL (A UNIT OF MRIDULA HEALTHCARE PVT LTD) [3974],,N,129,178.46,157.93,20.53,11.51
SAXENA MULTISPECIALITY HOSPITAL PRIVATE LIMITED [3635],,N,1107,213.96,193.56,20.40,9.53
SL MINDA MEMORIAL HOSPITAL [3338],,N,354,231.92,211.58,20.34,8.77
Munger [5357],N,N,680,71.43,51.14,20.30,28.42
Mahakoshal Hospital Pvt. Ltd. - Jabalpur [527],1,N,326,142.12,121.97,20.15,14.18
GOPALA GOWDA SHANTHVERI MEMORIAL HOSPITAL - MYSORE [1355],1,N,3059,284.12,264.03,20.10,7.07
SWASTIK AROGYA NURSING HOME [3747],,N,1588,719.12,699.14,19.98,2.78
MEDANTA ABDUR RAZZAQUE ANSARI MEMORIAL WEAVERS HOSPITAL (A UNIT OF GLOBAL HEALTH LTD) [3730],1,N,1097,175.47,155.52,19.95,11.37
Jind [5321],N,N,3127,143.05,123.16,19.89,13.90
Batala [5143],N,N,915,94.49,74.64,19.85,21.00
SHRI SIDDHI VINAYAK HOSPITAL [1313],1,N,1089,262.31,242.47,19.84,7.56
DABRA HOSPITAL [3155],0,N,761,607.28,587.45,19.83,3.27
SHRI ARVIND HEART AND MULTI SPECIALITY HOSPITAL [4251],,N,764,219.26,199.44,19.82,9.04
HCG HOSPITALS (A UNIT OF HCG SUN HOSPITALS LLP) [3577],,N,2440,241.44,221.63,19.81,8.20
ANANTHAPURI HOSPITALS & RESEARCH INSTITUTE [4088],,N,2919,277.96,258.15,19.81,7.13
DHANVANTRI JEEVAN REKHA LTD [1333],1,N,788,161.97,142.18,19.79,12.22
SRI BALAJI ACTION MEDICAL INSTITUTE -NEW DELHI [2562],1,N,720,107.27,87.50,19.78,18.44
EMS MEMORIAL CO OPERATIVE HOSPITAL RESEARCH CENTRE [388],1,Y,8417,576.64,556.89,19.75,3.42
SRI SAI HOSPITAL [1314],1,N,11516,520.45,500.71,19.74,3.79
Solan [5179],M,N,2048,129.55,109.82,19.73,15.23
NAVODAYA CANCER HOSPITAL & RESEARCH CENTRE - BHOPAL [879],1,N,300,237.77,218.11,19.66,8.27
Sahdara (East Delhi) [5290],N,N,1268,79.36,59.72,19.64,24.74
SAVERA HOSPITAL-MOGA [2228],1,N,1126,162.22,142.61,19.61,12.09
Jhansi (JBLR) [5465],M,N,582,60.66,41.06,19.60,32.31
CHANDRA MOTHER & EYE CARE - LUCKNOW [290],2,N,4674,541.61,522.04,19.58,3.61
PARHAR HOSPITAL [2633],1,N,456,111.43,91.91,19.52,17.51
Sri Ganganagar [5312],M,N,659,66.17,46.71,19.46,29.40
MAMAL MULTI SPECIALITY HOSPITAL [1945],1,N,1770,144.03,124.60,19.43,13.49
MANORIA HEART & CRITICAL CARE HOSPITAL [2042],1,N,792,168.27,148.84,19.42,11.54
GIRDHAR MULTISPECIALITY HOSPITAL RAJNI HEART CENTRE [3984],,N,547,284.67,265.26,19.41,6.82
GUPTA MULTISPECIALITY HOSPITAL - VIVEK VIHAR [3640],,N,135,155.02,135.69,19.33,12.47
Nagaon [5435],N,N,246,51.67,32.36,19.31,37.37
Ferozepur [5196],M,N,4623,175.48,156.19,19.30,11.00
Gohana [5211],N,N,643,78.51,59.22,19.29,24.57
Pratapgarh [5369],N,N,527,91.07,71.82,19.25,21.14
AJIT HOSPITAL - AMRITSAR [2461],1,N,336,369.71,350.50,19.21,5.20
SANJEEVANI HOSPITAL (UNIT OF OASIS MEDICARE P LTD) [3397],,N,3129,288.53,269.32,19.21,6.66
ORCHID MULTI SUPERSPECIALITY HOSPITAL [1617],1,N,1579,166.63,147.53,19.10,11.46
CRESCENT HOSPITAL AND HEART CENTRE [586],1,N,856,140.79,121.72,19.07,13.54
OXFORD HOSPITAL PVT LTD [4073],,N,274,220.18,201.12,19.07,8.66
Arora Eye Hospital & Retina Centre [498],2,N,3357,487.69,468.65,19.04,3.90
INDIRA GANDHI CO OP HOSPITAL [461],1,N,6207,526.18,507.15,19.02,3.62
TRIVENI DENTAL CLINIC & IMPLANT CENTRE [2172],3,N,3728,182.78,163.77,19.01,10.40
Angul (RC Bhubneshwar) [5491],N,N,7335,184.41,165.42,18.99,10.30
BAJWA HOSPITAL [2368],1,N,2814,308.33,289.42,18.91,6.13
ACTION CANCER HOSPITAL - PASCHIM VIHAR NEW DELHI [2604],1,N,712,323.24,304.33,18.91,5.85
Apollo DRDO Hospital [113],1,N,646,140.36,121.52,18.84,13.42
GARG HOSPITAL (A UNIT OF GARG HEART CENTRE & [1057],1,Y,228,130.18,111.36,18.81,14.45
GIRIDHAR EYE INSTITUTE PRIVATE LIMITED [352],2,N,13987,808.72,789.97,18.76,2.32
DR CHAUDHRYS MORAL HOSPITAL PVT LTD - DELHI [2561],1,N,3440,224.84,206.11,18.73,8.33
MVR AYURVEDA MEDICAL COLLEGE HOSPITAL [3883],7,N,2179,407.28,388.58,18.70,4.59
BHAGWAN DAS HOSPITAL(A UNIT OF BHAGWAN DAS KHE [3366],,N,4340,283.67,265.07,18.60,6.56
Churu [5305],N,N,643,81.80,63.24,18.56,22.69
Una (RC Jalandhar) [5142],N,N,3405,190.03,171.52,18.51,9.74
SMH - CURIE CANCER CENTRE - Vikas Marg Ext [971],1,N,77,77.53,59.08,18.45,23.80
SAI HOSPITAL [320],1,N,1887,250.02,231.61,18.42,7.37
NAVIN HOSPITAL (A UNIT OF NAVIN MEDITECH PVT LTD) [3881],,N,66,101.50,83.12,18.38,18.11
SP MULTISPECIALITY HOSPITALS PVT LTD [3817],,N,1951,139.76,121.39,18.37,13.14
NIDAN DIAGNOSTIC & HEART CENTRE (PVT) LTD [2699],5,N,9542,236.17,217.80,18.37,7.78
Landmark Hospital (A Unit of CT Scan Research Centre Pvt Ltd) [379],1,N,4128,376.19,357.90,18.29,4.86
"DR AGARWALS EYE HOSPITAL, PORUR [2790]",2,N,5417,404.04,385.78,18.26,4.52
NOVA HOSPITAL LIMITED [3972],,N,81,57.91,39.68,18.23,31.48
ASIAN CITY HOSPITAL (A UNIT OF BLUE SAPHHIRE HEALTH CARE PVT LTD) [4098],,N,799,188.75,170.53,18.22,9.65
OM MULTISPECIALITY HOSPITAL [3676],,N,496,149.36,131.15,18.21,12.19
SHROFF EYE CENTRE - DELHI [1066],2,N,5329,266.39,248.24,18.16,6.82
ST. JOSEPH'S GENERAL HOSPITAL - GUNTUR [1625],1,N,1661,84.58,66.44,18.14,21.45
Kota [5282],M,N,7113,206.59,188.54,18.05,8.74
ROPLEKAR HEALTH CARE CENTRE PVT LTD [1166],1,N,2208,190.11,172.10,18.00,9.47
SHREE AGGARSAIN INTERNATIONAL HOSPITAL ( A UNIT OF SHREE AGGARSAIN NORTH-EX-WELFARE SOCIETY (REGD) [3795],1,N,3460,234.88,216.90,17.98,7.65
Shendge Hospital - Omerga [236],1,N,362,209.99,192.08,17.91,8.53
SS HOSPITAL [3433],,N,5407,211.51,193.66,17.86,8.44
BMRC HOSPITALS LTD [3646],,N,1603,302.47,284.75,17.72,5.86
ADITYA NEURO & SPINE SPECIALITY HOSPITAL - REWARI [1506],1,N,2305,118.24,100.55,17.69,14.96
CENTRE FOR EYE SIGHT [2520],2,N,1861,164.41,146.74,17.66,10.74
HI-TECH MEDICAL COLLEGE & HOSPITAL [3081],1,N,9640,566.46,548.80,17.66,3.12
DR.KAMDAR EYE HOSPITAL [3279],,N,2040,121.32,103.70,17.62,14.52
DR.BIMAL HOSPITAL & RESEARCH CENTRE PVT LTD [3528],,N,2796,232.72,215.11,17.60,7.56
Mansa [5316],N,N,1654,99.16,81.59,17.56,17.71
SINGH MEDICAL & RESEARCH CENTRE PVT LTD [1077],1,N,861,189.29,171.72,17.56,9.28
INDUS HOSPITAL [1307],1,N,3028,330.69,313.20,17.49,5.29
KRISHNA INSTITUTE OF MEDICAL SCIENCE LTD - ONGOLE [3740],,N,1920,176.33,158.84,17.49,9.92
NAGPAL KIDNEY & SUPER SPECIALITY HOSPITAL [3144],0,N,1488,182.54,165.10,17.44,9.56
RANI EYE HOSPITAL [2058],2,N,2684,242.91,225.49,17.42,7.17
"LIFELINE HOSPITAL, JHANSI [2695]",1,N,1956,465.07,447.67,17.40,3.74
SARASWATI EYE CARE CENTRE [2974],2,N,13663,347.23,329.83,17.40,5.01
MITTAL BHILAI HOSPITAL [3725],1,N,267,127.87,110.49,17.38,13.59
Ghai Hospital [466],1,N,950,322.39,305.03,17.35,5.38
CHAITHANYA EYE HOSPITAL AND RESEARCH INSTITUTE [2891],2,N,4469,233.15,215.93,17.22,7.39
PLATINA HEART HOSPITAL (A UNIT OF PLATINA HOSPITAL [2935],1,N,999,174.20,156.99,17.22,9.88
Siwan [5340],N,N,793,66.56,49.37,17.19,25.82
SHREE HARI HOSPITAL [3733],1,N,722,309.56,292.42,17.14,5.54
DR GADRE EYE CARE & LASER CENTRE - KOLHAPUR [2779],2,N,5666,352.74,335.60,17.14,4.86
VASUNDHARA HOSPITAL LIMITED [2745],1,N,3353,315.10,297.98,17.11,5.43
Dibrugarh (Guwahati) [5344],N,N,165,48.70,31.63,17.08,35.06
SYMBIOSIS HOSPITAL & RESEARCH CENTRE PVT LTD [884],1,N,808,173.19,156.13,17.05,9.85
Satna [5267],N,N,1428,96.65,79.62,17.03,17.62
Una (RC Yol) - In Active [5502],N,N,12208,424.45,407.49,16.96,4.00
MRS. KHUSHBIR KALRA'S MEMORIAL HOSPITAL [2203],1,N,230,280.83,263.88,16.95,6.03
MRITYUNJAY HOSPITAL - MEERUT [1460],1,N,4695,381.15,364.22,16.93,4.44
NEERJA HOSPITAL [3270],,N,1444,152.37,135.45,16.92,11.10
SUSEELA NETRALAYA & MATERNITY HOSPITAL [1932],1,N,2300,113.77,96.86,16.91,14.87
ORTHO PLUS HOSPITAL [1941],1,N,4325,573.97,557.13,16.84,2.93
JCB HOSPITAL [2963],1,N,1124,67.89,51.05,16.84,24.81
ATHANI HOSPITAL [1949],1,N,4368,286.06,269.31,16.75,5.86
NARAYANA MULTISPECIALITY HOSPITAL - HSR LAYOUT [1993],1,N,618,123.41,106.65,16.75,13.58
DANA SHIVAM HEART & SUPER SPECIALITY HOSPITAL [2807],1,N,2373,444.12,427.41,16.71,3.76
JAWAHAR MEDICAL FOUNDATION [3127],0,N,494,68.93,52.22,16.71,24.24
PPM Medical Research & Trauma Centre (P) Ltd-Kanpur [354],1,N,242,102.18,85.51,16.67,16.32
Karwar (RC Mumbai) [5271],M,N,2382,96.21,79.55,16.66,17.32
AMARDEEP DIYA EYE CARE PVT. LTD. [2783],2,N,14688,520.50,503.86,16.64,3.20
SARVODAYA HOSPITAL & RESEARCH CENTRE - FARIDABAD [1022],1,Y,1399,220.69,204.12,16.57,7.51
SAMARTH HOSPITALS PVT LTD - SATARA [850],1,N,226,87.74,71.26,16.48,18.79
KAMINENI HOSPITALS PVT LTD [177],1,N,354,53.23,36.76,16.46,30.93
Morena [5085],N,N,212,30.83,14.39,16.43,53.31
MOOLCHAND HOSPITAL - LAJPAT NAGAR-II [1226],1,Y,1165,65.89,49.47,16.42,24.92
GAMMA PHYSIO CARE & PAIN RELIEF CLINIC [2344],1,N,3179,389.13,372.78,16.35,4.20
ICARE EYE HOSPITAL & POST GRADUATE INSTITUTE - Noida [937],2,N,35984,1453.65,1437.32,16.32,1.12
GUARDIAN HOSPITAL [3362],,N,2178,637.64,621.34,16.31,2.56
MEDIVERSAL MULTI SUPER SPECIALITY HOSPITAL(U/O MED [3479],,N,2095,209.76,193.48,16.29,7.76
RAINBOW HOSPITAL - BILASPUR [723],1,N,2899,505.24,488.98,16.26,3.22
K M C HOSPITAL - DR BR AMBEDKAR CIRCLE [2708],1,N,7171,479.11,463.00,16.10,3.36
GEETANJALI HOSPITAL [1779],1,N,7077,466.06,449.99,16.07,3.45
Basti [5432],N,N,180,49.43,33.38,16.05,32.47
ABINAND HOSPITAL [2968],1,N,70,51.43,35.41,16.02,31.15
RANDHAWA HOSPITAL [4182],,N,956,321.85,305.84,16.01,4.97
CENTRAL REFERRAL HOSPITAL [405],1,N,1735,215.36,199.36,15.99,7.43
INSTITUTE OF LIVER AND BILIARY SCIENCES [3697],G,N,1256,711.36,695.38,15.98,2.25
Brahmapur (RC Ranchi) [5174],N,N,244,46.84,30.86,15.98,34.12
MAX SUPER SPECIALITY HOSPITAL - SAKET [12],1,N,50,221.34,205.42,15.92,7.19
KRISHNA HOSPITAL [3775],,N,850,191.09,175.23,15.86,8.30
VARDHMAN MAHAVEER HEALTHCARE [3521],,N,4631,213.12,197.27,15.85,7.44
ARVACHIN HOSPITAL [4310],H,N,62,105.55,89.73,15.83,14.99
NARAYANA INSTITUTE OF MEDICAL SUPERSPECIALITY [4050],,N,668,81.37,65.56,15.81,19.43
Madhubani [5341],N,N,190,53.58,37.83,15.75,29.40
SHREE NARAYANA HOSPITAL (A UNIT OF HEALTH TECH CHHATISGARH PVT LTD) [3830],,N,509,81.70,65.97,15.73,19.26
NORTH EAST CANCER HOSPITAL AND RESEARCH INSTITUTE [3851],,N,494,270.78,255.05,15.73,5.81
Banbasa (RC Bareilly) [5461],N,N,10828,382.09,366.46,15.64,4.09
DOCTOR EYE INSTITUTE PVT LTD [818],2,N,2566,141.53,125.93,15.61,11.03
DR AGARWALS EYE HOSPITAL(REP BY DR AGARWALS HEALTH [833],2,N,2144,247.53,232.04,15.49,6.26
Moradabad [5399],N,N,527,68.50,53.02,15.48,22.60
ALE DENTAL HOSPITAL PVT LTD [3731],,N,2391,82.25,66.77,15.48,18.82
SURAKSHA DIAGNOSTIC PVT LTD - SALT LAKE [1396],5,N,13572,142.66,127.30,15.36,10.77
DEVI SCANS PVT LTD [99],1,N,9485,238.13,222.82,15.31,6.43
Ghumarwin (RC Yol) [5512],N,N,1188,85.40,70.24,15.16,17.75
SHREE SAI HOSPITAL & TRAUMA CENTER PRIVATE LIMITED [3773],,N,2099,463.91,448.80,15.11,3.26
Nabha (Ambala) [5446],M,N,969,65.98,50.93,15.05,22.81
GURUNANAK CARE HOSPITAL [1740],1,Y,528,114.02,98.99,15.03,13.18
JEEWAN HOSPITAL AND NURSING HOME PVT LTD [2999],1,N,167,205.35,190.33,15.02,7.31
CITY HOSPITAL AND RESEARCH CENTRE [2519],1,N,1424,396.76,381.76,15.00,3.78
KANPUR DEHAT [5109],N,N,239,49.57,34.60,14.98,30.21
Baghpat [5403],N,N,1054,79.41,64.44,14.98,18.86
KANNUR MEDICAL COLLEGE SUPER SPECIALITY HOSPITAL [674],1,N,5099,225.27,210.33,14.94,6.63
ORO DENTAL HEALTH CARE CENTRE [984],3,N,6733,157.17,142.26,14.90,9.48
ROHILKHAND MEDICAL COLLEGE AND HOSPITAL [2940],1,N,6999,171.87,156.97,14.90,8.67
Sitamarhi [5337],N,N,586,55.61,40.73,14.89,26.77
DOLPHIN DIAGNOSTIC SERVICES [806],5,N,8248,161.35,146.54,14.81,9.18
BEE ENN GENERAL HOSPITAL - JAMMU [782],1,N,10437,1009.84,995.07,14.77,1.46
SAMVEDNA - A UNIT OF SAMVEDNA CHARITABLE FOUNDATION [846],1,N,4407,238.48,223.73,14.76,6.19
Suranasi (JLD) [5136],N,N,1525,88.47,73.71,14.76,16.69
Yol (RC Jammu) [5247],M,N,2042,104.13,89.46,14.67,14.09
VIKASNAGAR [5217],N,N,985,72.39,57.76,14.63,20.21
ALMAS HOSPITAL AL MADEENA INST OF MED SCI P LTD [1413],1,N,860,121.98,107.35,14.63,12.00
NATIONAL CANCER INSTITUTE [3633],,N,1257,555.25,540.62,14.63,2.63
METRO HOSPITAL & HEART INSTITUTE - LAJPAT NAGAR [1056],1,Y,222,99.71,85.11,14.60,14.64
Jawaharlal Nehru Cancer Hospital & Research Centre - Bhopal [277],1,N,2528,1323.99,1309.50,14.49,1.09
JEEVAN JYOTI HOSPITAL - GHAZIABAD [3371],,N,157,138.62,124.15,14.47,10.44
DR LAL PATHLABS PVT LTD - KOLKATA [1332],5,N,4815,185.93,171.46,14.47,7.78
AS KIDNEY HOSPITAL AND STONE CENTRE PVT LTD [4096],1,N,100,155.91,141.46,14.45,9.27
SUSHILA HOSPITAL [4209],,N,45,96.29,81.88,14.40,14.96
Gulbarga (RC Bangalore) [5249],N,N,180,38.83,24.42,14.40,37.09
NEYYAR MEDICITY [3896],,N,5381,268.14,253.80,14.35,5.35
C. LALL HOSPITAL [2760],1,N,1667,824.39,810.06,14.33,1.74
PALIKA VINAYAK HOSPITAL PVT LTD [3965],,N,80,75.68,61.36,14.32,18.92
AYUSHMAN HOSPITAL AND HEALTH SERVICES-DWARKA DELHI [2907],1,N,1456,108.00,93.70,14.30,13.24
Leh [5228],M,N,220,50.39,36.09,14.30,28.37
Painavu [5157],N,N,1575,92.48,78.21,14.27,15.44
NANDADEEP EYE HOSPITAL - KOLHAPUR [3834],,N,934,75.83,61.57,14.26,18.81
BHASKAR DENTAL CLINIC [1141],3,N,811,56.63,42.37,14.26,25.18
NATIONAL HOSPITAL A UNIT OF MOIDU S MEDICRE P LTD [328],1,N,2047,79.37,65.13,14.24,17.94
ORTHO RELIEF HOSPITAL & RESEARCH CENTRE - Nagpur [671],1,N,5097,598.86,584.65,14.22,2.37
EYE Q VISION PVT LTD - REWARI [2655],2,N,6031,544.15,530.13,14.02,2.58
MAKKAR HOSPITAL [1165],1,N,1151,499.55,485.58,13.97,2.80
VERMA HOSPITAL [2450],1,N,62,119.43,105.48,13.95,11.68
Didwana [5311],N,N,1446,71.57,57.66,13.91,19.44
ISHWAR EYE CENTRE LLP [2546],2,N,20362,547.86,533.97,13.89,2.54
EYE FOUNDATION LTD [1351],2,N,3702,182.15,168.28,13.86,7.61
JEEVAK HEART HOSPITAL & RESEARCH INSTITUTE PVT LTD [772],1,N,3514,361.82,347.98,13.84,3.83
MEDICOVER HOSPITALS (SAHRUDAYA HEALTHCARE SRIKAKULAM PVT LTD) [4054],,N,2026,177.40,163.57,13.84,7.80
SUN HOSPITAL PVT. LTD. [3091],1,N,946,142.68,128.88,13.80,9.67
SEVANA HOSPITAL AND RESEARCH CENTRE PVT LTD [906],1,N,1720,108.04,94.23,13.80,12.78
SACRED HEART HOSPITAL [275],1,N,3310,163.45,149.79,13.65,8.35
NS MEMORIAL INSTITUTE OF MEDICAL SCIENCES [2938],1,N,10145,648.83,635.27,13.55,2.09
L N MEMORIAL SHIVAM ORTHO AND GENERAL HOSPITAL [2638],1,N,4664,198.01,184.48,13.54,6.84
PREETHI HOSPITALS PRIVATE LIMITED [3246],0,N,6115,403.15,389.65,13.51,3.35
AZEEZIA MEDICAL COLLEGE HOSPITAL [4030],,N,2176,106.41,92.90,13.51,12.69
SHANTI VED INSTITUTE OF MEDICAL SCIENCE [4198],,N,862,166.97,153.48,13.49,8.08
LOWER ASSAM HOSPITAL & RESEARCH CENTRE [2138],1,N,1508,138.46,125.01,13.45,9.72
DAPIC METROPOLIS HEALTHCARE PRIVATE LIMITED [543],1,N,9787,111.62,98.21,13.41,12.01
ANDHRA HOSPITALS [464],1,N,718,89.64,76.24,13.40,14.95
GUPTA MULTISPECIALITY HOSPITAL - BAWANA DELHI [2564],1,N,81,73.72,60.33,13.39,18.16
GALAXY MULTISPECIALITY HOSPITAL [4272],,N,461,186.84,173.49,13.35,7.14
Karimnagar [5023],N,N,102,28.42,15.09,13.33,46.91
MAHARISHI MARKANDESHWAR COLLEGE OF MEDICAL SCIENCES & RESEARCH [3910],,N,600,145.88,132.58,13.30,9.12
UNIQUE SANGEETA MEMORIAL HOSPITAL [3407],,N,316,117.59,104.31,13.28,11.29
PARAS HOSPITAL - Gurgaon [956],1,Y,1037,288.76,275.57,13.20,4.57
MAA KAMAKHYA MULTISPECIALITY HOSPITAL (A UNIT OF KAMAKHYA MEDICAL AND EDUCATIONAL TRUST) [3440],,N,11249,467.76,454.57,13.19,2.82
Palampur (RC Jammu) [5244],M,N,822,96.68,83.55,13.13,13.58
KAPIL HOSPITAL [2167],1,N,1622,291.73,278.60,13.13,4.50
KHADKE HOSPITAL & HEALTH CARE PVT. LTD. [2263],1,N,2696,160.20,147.09,13.11,8.18
ROYAL CARE SUPER SPECIALITY HOSPITAL LTD [2588],1,N,3,13.82,0.70,13.11,94.90
LAKSHMI HOSPITAL [2724],1,N,5555,180.60,167.50,13.10,7.25
